reference,additionalContext,verse,question,answer,grammaticality,acceptability
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, what does the Spirit say is seared with a hot iron?",their own conscience,,
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, when some depart from the faith, their conscience is what?",seared with a hot iron,,
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, when some depart from the faith, how do they speak lies?",in hypocrisy,,
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, what two things do those who depart from the faith do?","speaking lies in hypocrisy, having their own conscience seared with a hot iron",,
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, those who depart from the faith have their conscience seared with what?",a hot iron,,
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, those who depart from the faith will give heed to deceiving spirits and doctrines of demons, and will do what?",speaking lies in hypocrisy,,
1 Timothy 4:2,"Now the Spirit expressly says that in latter times some will depart from the faith, giving heed to deceiving spirits and doctrines of demons, speaking lies in hypocrisy, having their own conscience seared with a hot iron, forbidding to marry, and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.","speaking lies in hypocrisy, having their own conscience seared with a hot iron,","(1pt) According to 1 Timothy 4:2, what do those who depart from the faith speak in hypocrisy?",lies,,
Ephesians 4:30,"Let no corrupt word proceed out of your mouth, but what is good for necessary edification, that it may impart grace to the hearers. And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption. Let all bitterness, wrath, anger, clamor, and evil speaking be put away from you, with all malice.","And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption.","(1pt) According to Ephesians 4:30, what were the Ephesians done for the day of redemption?",Sealed,,
Ephesians 4:30,"Let no corrupt word proceed out of your mouth, but what is good for necessary edification, that it may impart grace to the hearers. And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption. Let all bitterness, wrath, anger, clamor, and evil speaking be put away from you, with all malice.","And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption.","(1pt) According to Ephesians 4:30, the Holy Spirit of God has done what for us?",Sealed for the day of redemption,,
Ephesians 4:30,"Let no corrupt word proceed out of your mouth, but what is good for necessary edification, that it may impart grace to the hearers. And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption. Let all bitterness, wrath, anger, clamor, and evil speaking be put away from you, with all malice.","And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption.","(1pt) According to Ephesians 4:30, what are you not to do?",Grieve the Holy Spirit of God,,
Ephesians 4:30,"Let no corrupt word proceed out of your mouth, but what is good for necessary edification, that it may impart grace to the hearers. And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption. Let all bitterness, wrath, anger, clamor, and evil speaking be put away from you, with all malice.","And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption.","(1pt) According to Ephesians 4:30, what does the Holy Spirit of God do for us?",By whom you were sealed for the day of redemption,,
Ephesians 4:30,"Let no corrupt word proceed out of your mouth, but what is good for necessary edification, that it may impart grace to the hearers. And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption. Let all bitterness, wrath, anger, clamor, and evil speaking be put away from you, with all malice.","And do not grieve the Holy Spirit of God, by whom you were sealed for the day of redemption.","(1pt) According to Ephesians 4:30, you were sealed for what?",The day of redemption,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, how was the house finished?",In all its details and according to all its plans,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, when was the house finished?",In the 11th year,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, how long did it take to build the house of the Lord?",7 years,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, which month is Bul?",8th,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, what is the name of the 8th month?",Bul,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, which year of Solomon's reign did the house of the Lord finish in all its details and according to all its plans?",The 11th,,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, when was the house of the Lord finished?","In the 11th year, in the month of Bul",,
1 Kings 6:38,"In the fourth year the foundation of the house of the LORD was laid, in the month of Ziv. And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","And in the eleventh year, in the month of Bul, which is the eighth month, the house was finished in all its details and according to all its plans. So he was seven years in building it.","(1pt) According to 1 Kings 6:38, what was finished in the 11th year, in the month of Bul?",The house,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, the people are told to be like what?",like the juniper in the wilderness,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, where should the people be like the juniper?",the wilderness,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, what are the people to do when they flee?",save your lives,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, what does the Lord say to do?",flee and be like the juniper in the wilderness,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, what should the people be like in the wilderness?",the juniper,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, what should the people be like?",juniper in the wilderness,,
Jeremiah 48:6,"For in the Ascent of Luhith they ascend with continual weeping; For in the descent of Horonaim the enemies have heard a cry of destruction. ""Flee, save your lives! And be like the juniper in the wilderness. For because you have trusted in your works and your treasures, You also shall be taken. And Chemosh shall go forth into captivity, His priests and his princes together.","""Flee, save your lives! And be like the juniper in the wilderness.","(1pt) According to Jeremiah 48:6, what should the people do to save their lives?",flee,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, ""He""  will turn the hearts of the children to whom?",Their fathers,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, the sun of righteousness will turn whose hearts to the children?",The fathers,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, what will the Lord do if the hearts of the fathers and the children are not turned?",Strike the earth with a curse,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, what will God strike with a curse if the hearts of the fathers and children are not turned to each other?",The earth,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, why will he turn the hearts of the fathers to the children and the hearts of the children to their fathers?",Lest I come and strike the earth with a curse,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, what will the son of the woman turn?",The hearts of the fathers to their children,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, if the hearts of the fathers and children are not turned, God will come and strike the earth with what?",A curse,,
Malachi 4:6,"Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","(1pt) According to Malachi 4:6, to whom will the hearts of the fathers turn?",The children,,
