reference,additionalContext,verse,question,answer,grammaticality,acceptability
Deuteronomy 13:15,"then you shall inquire, search out, and ask diligently. And if it is indeed true and certain that such an abomination was committed among you, you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword. And you shall gather all its plunder into the middle of the street, and completely burn with fire the city and all its plunder, for the LORD your God. It shall be a heap forever; it shall not be built again.","you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword.","(1pt) According to Deuteronomy 13:15, who was to be struck with the edge of the sword?",The inhabitants of that city,,
Deuteronomy 13:15,"then you shall inquire, search out, and ask diligently. And if it is indeed true and certain that such an abomination was committed among you, you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword. And you shall gather all its plunder into the middle of the street, and completely burn with fire the city and all its plunder, for the LORD your God. It shall be a heap forever; it shall not be built again.","you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword.","(1pt) According to Deuteronomy 13:15, what did God command the people to do to the inhabitants of that city?",Strike the inhabitants of that city with the edge of the sword,,
Deuteronomy 13:15,"then you shall inquire, search out, and ask diligently. And if it is indeed true and certain that such an abomination was committed among you, you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword. And you shall gather all its plunder into the middle of the street, and completely burn with fire the city and all its plunder, for the LORD your God. It shall be a heap forever; it shall not be built again.","you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword.","(1pt) According to Deuteronomy 13:15, how were the inhabitants of that city to be treated with the edge of the sword?",Utterly destroying it,,
Deuteronomy 13:15,"then you shall inquire, search out, and ask diligently. And if it is indeed true and certain that such an abomination was committed among you, you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword. And you shall gather all its plunder into the middle of the street, and completely burn with fire the city and all its plunder, for the LORD your God. It shall be a heap forever; it shall not be built again.","you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword.","(1pt) According to Deuteronomy 13:15, the inhabitants of that city, along with all that is in it and its livestock, were to be utterly destroyed with what?",The edge of the sword,,
Deuteronomy 13:15,"then you shall inquire, search out, and ask diligently. And if it is indeed true and certain that such an abomination was committed among you, you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword. And you shall gather all its plunder into the middle of the street, and completely burn with fire the city and all its plunder, for the LORD your God. It shall be a heap forever; it shall not be built again.","you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword.","(1pt) According to Deuteronomy 13:15, what was to be utterly destroyed?",All that is in the city,,
Deuteronomy 13:15,"then you shall inquire, search out, and ask diligently. And if it is indeed true and certain that such an abomination was committed among you, you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword. And you shall gather all its plunder into the middle of the street, and completely burn with fire the city and all its plunder, for the LORD your God. It shall be a heap forever; it shall not be built again.","you shall surely strike the inhabitants of that city with the edge of the sword, utterly destroying it, all that is in it and its livestock--with the edge of the sword.","(2pts) According to Deuteronomy 13:15, what did God say the people of Israel were to utterly destroy with the edge of the sword?",(1) All that is in the city (2) Its livestock,,
Lamentations 1:19,"""The LORD is righteous, For I rebelled against His commandment. Hear now, all peoples, And behold my sorrow; My virgins and my young men Have gone into captivity. ""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life. ""See, O LORD, that I am in distress; My soul is troubled; My heart is overturned within me, For I have been very rebellious. Outside the sword bereaves, At home it is like death.","""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life.","(1pt) According to Lamentations 1:19, what did my priests and my elders do while they sought food?",Breathed their last in the city,,
Lamentations 1:19,"""The LORD is righteous, For I rebelled against His commandment. Hear now, all peoples, And behold my sorrow; My virgins and my young men Have gone into captivity. ""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life. ""See, O LORD, that I am in distress; My soul is troubled; My heart is overturned within me, For I have been very rebellious. Outside the sword bereaves, At home it is like death.","""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life.","(1pt) According to Lamentations 1:19, while the priests and elders breathed their last in the city, what were they seeking?",Food to restore their life,,
Lamentations 1:19,"""The LORD is righteous, For I rebelled against His commandment. Hear now, all peoples, And behold my sorrow; My virgins and my young men Have gone into captivity. ""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life. ""See, O LORD, that I am in distress; My soul is troubled; My heart is overturned within me, For I have been very rebellious. Outside the sword bereaves, At home it is like death.","""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life.","(3pts) According to Lamentations 1:19, whom did ""I""  call for?","(1) My lovers, (2) Priests and (3) Elders",,
Lamentations 1:19,"""The LORD is righteous, For I rebelled against His commandment. Hear now, all peoples, And behold my sorrow; My virgins and my young men Have gone into captivity. ""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life. ""See, O LORD, that I am in distress; My soul is troubled; My heart is overturned within me, For I have been very rebellious. Outside the sword bereaves, At home it is like death.","""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life.","(2pts) According to Lamentations 1:19, what did ""my lovers"" do?",(1) They deceived me and (2) Breathed their last in the city,,
Lamentations 1:19,"""The LORD is righteous, For I rebelled against His commandment. Hear now, all peoples, And behold my sorrow; My virgins and my young men Have gone into captivity. ""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life. ""See, O LORD, that I am in distress; My soul is troubled; My heart is overturned within me, For I have been very rebellious. Outside the sword bereaves, At home it is like death.","""I called for my lovers, But they deceived me; My priests and my elders Breathed their last in the city, While they sought food To restore their life.","(2pts) According to Lamentations 1:19, who breathed their last in the city?",(1) Priests and (2) Elders,,
Jude 1:6,"But I want to remind you, though you once knew this, that the Lord, having saved the people out of the land of Egypt, afterward destroyed those who did not believe. And the angels who did not keep their proper domain, but left their own abode, He has reserved in everlasting chains under darkness for the judgment of the great day; as Sodom and Gomorrah, and the cities around them in a similar manner to these, having given themselves over to sexual immorality and gone after strange flesh, are set forth as an example, suffering the vengeance of eternal fire.","And the angels who did not keep their proper domain, but left their own abode, He has reserved in everlasting chains under darkness for the judgment of the great day;","(1pt) According to Jude 1:6, who has God reserved in everlasting chains under darkness for the judgment of the great day?",The angels who left their own abode,,
Jude 1:6,"But I want to remind you, though you once knew this, that the Lord, having saved the people out of the land of Egypt, afterward destroyed those who did not believe. And the angels who did not keep their proper domain, but left their own abode, He has reserved in everlasting chains under darkness for the judgment of the great day; as Sodom and Gomorrah, and the cities around them in a similar manner to these, having given themselves over to sexual immorality and gone after strange flesh, are set forth as an example, suffering the vengeance of eternal fire.","And the angels who did not keep their proper domain, but left their own abode, He has reserved in everlasting chains under darkness for the judgment of the great day;","(1pt) According to Jude 1:6, the angels who did not keep their proper domain, but left their own abode, have been reserved in everlasting chains under darkness for the judgment of what?",The great day,,
Jude 1:6,"But I want to remind you, though you once knew this, that the Lord, having saved the people out of the land of Egypt, afterward destroyed those who did not believe. And the angels who did not keep their proper domain, but left their own abode, He has reserved in everlasting chains under darkness for the judgment of the great day; as Sodom and Gomorrah, and the cities around them in a similar manner to these, having given themselves over to sexual immorality and gone after strange flesh, are set forth as an example, suffering the vengeance of eternal fire.","And the angels who did not keep their proper domain, but left their own abode, He has reserved in everlasting chains under darkness for the judgment of the great day;","(1pt) According to Jude 1:6, the angels who did not keep their proper domain, but left their own abode, are reserved in everlasting chains under what?",Darkness,,
